source_id,iso3_country,original_inventory_sector,start_time,end_time,temporal_granularity,gas,emissions_quantity,emissions_factor,emissions_factor_units,capacity,capacity_units,capacity_factor,activity,activity_units,created_date,modified_date,source_name,source_type,latitude,longitude
18656917,PAK,cement,1-1-2023,12-31-2023,Yearly,co2e_20yr,286017,,,2.11e+06,T of cement,0.65,114895,T of cement,,,Dera Ghazi Khan cement plant,Dry,30.327399,70.538435
18656917,PAK,cement,1-1-2023,12-31-2023,Yearly,co2e_100yr,286017,,,2.11e+06,T of cement,0.65,114895,T of cement,,,Dera Ghazi Khan cement plant,Dry,30.327399,70.538435
21254212,PAK,enteric-fermentation-cattle-pasture,1-1-2021,12-31-2021,Yearly,n2o,,,T of N2O per animal,6.08819823217149e+07,N/A,0.0257175038887077,1.56573261711094e+06,animals,,,Zhob,,30.848171234000148,68.87779268910418
21254212,PAK,enteric-fermentation-cattle-pasture,1-1-2021,12-31-2021,Yearly,co2,,,T of CO2 per animal,6.08819823217149e+07,N/A,0.0257175038887077,1.56573261711094e+06,animals,,,Zhob,,30.848171234000148,68.87779268910418
21254212,PAK,enteric-fermentation-cattle-pasture,1-1-2021,12-31-2021,Yearly,ch4,42274.7807302715,0.0270000000436065,T of CH4 per animal,6.08819823217149e+07,N/A,0.0257175038887077,1.56573261711094e+06,animals,,,Zhob,,30.848171234000148,68.87779268910418
21254212,PAK,enteric-fermentation-cattle-pasture,1-1-2021,12-31-2021,Yearly,co2e_20yr,3.415802283005937e+06,,,6.08819823217149e+07,N/A,0.0257175038887077,1.56573261711094e+06,animals,,,Zhob,,30.848171234000148,68.87779268910418
21254212,PAK,enteric-fermentation-cattle-pasture,1-1-2021,12-31-2021,Yearly,co2e_100yr,1.1498740358633848e+06,,,6.08819823217149e+07,N/A,0.0257175038887077,1.56573261711094e+06,animals,,,Zhob,,30.848171234000148,68.87779268910418
21254212,PAK,enteric-fermentation-cattle-pasture,1-1-2022,12-31-2022,Yearly,n2o,,,T of N2O per animal,6.08819823217149e+07,N/A,0.0262213346448556,1.59640683229987e+06,animals,,,Zhob,,30.848171234000148,68.87779268910418
21254212,PAK,enteric-fermentation-cattle-pasture,1-1-2022,12-31-2022,Yearly,co2,,,T of CO2 per animal,6.08819823217149e+07,N/A,0.0262213346448556,1.59640683229987e+06,animals,,,Zhob,,30.848171234000148,68.87779268910418
21254212,PAK,enteric-fermentation-cattle-pasture,1-1-2022,12-31-2022,Yearly,ch4,43102.9846458214,0.0270000001088224,T of CH4 per animal,6.08819823217149e+07,N/A,0.0262213346448556,1.59640683229987e+06,animals,,,Zhob,,30.848171234000148,68.87779268910418
21254212,PAK,enteric-fermentation-cattle-pasture,1-1-2022,12-31-2022,Yearly,co2e_20yr,3.482721159382369e+06,,,6.08819823217149e+07,N/A,0.0262213346448556,1.59640683229987e+06,animals,,,Zhob,,30.848171234000148,68.87779268910418
21254212,PAK,enteric-fermentation-cattle-pasture,1-1-2022,12-31-2022,Yearly,co2e_100yr,1.172401182366342e+06,,,6.08819823217149e+07,N/A,0.0262213346448556,1.59640683229987e+06,animals,,,Zhob,,30.848171234000148,68.87779268910418
18656922,PAK,cement,1-1-2021,12-31-2021,Yearly,n2o,,,field_not_modeled,2.08e+06,T of cement,0.8216666666666667,173333,T of cement,,,Karachi cement plant (0013),Dry,24.909361,67.474854
18656922,PAK,cement,1-1-2021,12-31-2021,Yearly,co2,1.41703e+06,0.82979887,T of CO2 per T of cement,2.08e+06,T of cement,0.8216666666666667,173333,T of cement,,,Karachi cement plant (0013),Dry,24.909361,67.474854
18656922,PAK,cement,1-1-2021,12-31-2021,Yearly,ch4,,,field_not_modeled,2.08e+06,T of cement,0.8216666666666667,173333,T of cement,,,Karachi cement plant (0013),Dry,24.909361,67.474854
18656922,PAK,cement,1-1-2021,12-31-2021,Yearly,co2e_20yr,1.41703e+06,,,2.08e+06,T of cement,0.8216666666666667,173333,T of cement,,,Karachi cement plant (0013),Dry,24.909361,67.474854
18656922,PAK,cement,1-1-2021,12-31-2021,Yearly,co2e_100yr,1.41703e+06,,,2.08e+06,T of cement,0.8216666666666667,173333,T of cement,,,Karachi cement plant (0013),Dry,24.909361,67.474854
18656922,PAK,cement,1-1-2022,12-31-2022,Yearly,n2o,,,field_not_modeled,2.08e+06,T of cement,0.6683333333333334,143980,T of cement,,,Karachi cement plant (0013),Dry,24.909361,67.474854
18656922,PAK,cement,1-1-2022,12-31-2022,Yearly,co2,1.158186e+06,0.82979887,T of CO2 per T of cement,2.08e+06,T of cement,0.6683333333333334,143980,T of cement,,,Karachi cement plant (0013),Dry,24.909361,67.474854
18656922,PAK,cement,1-1-2022,12-31-2022,Yearly,ch4,,,field_not_modeled,2.08e+06,T of cement,0.6683333333333334,143980,T of cement,,,Karachi cement plant (0013),Dry,24.909361,67.474854
18656922,PAK,cement,1-1-2022,12-31-2022,Yearly,co2e_20yr,1.158186e+06,,,2.08e+06,T of cement,0.6683333333333334,143980,T of cement,,,Karachi cement plant (0013),Dry,24.909361,67.474854
18656922,PAK,cement,1-1-2022,12-31-2022,Yearly,co2e_100yr,1.158186e+06,,,2.08e+06,T of cement,0.6683333333333334,143980,T of cement,,,Karachi cement plant (0013),Dry,24.909361,67.474854
18656922,PAK,cement,1-1-2023,12-31-2023,Yearly,n2o,,,field_not_modeled,2.08e+06,T of cement,0.65,113261,T of cement,,,Karachi cement plant (0013),Dry,24.909361,67.474854
18656922,PAK,cement,1-1-2023,12-31-2023,Yearly,co2,281952,0.82979887,T of CO2 per T of cement,2.08e+06,T of cement,0.65,113261,T of cement,,,Karachi cement plant (0013),Dry,24.909361,67.474854
18656922,PAK,cement,1-1-2023,12-31-2023,Yearly,ch4,,,field_not_modeled,2.08e+06,T of cement,0.65,113261,T of cement,,,Karachi cement plant (0013),Dry,24.909361,67.474854
18656922,PAK,cement,1-1-2023,12-31-2023,Yearly,co2e_20yr,281952,,,2.08e+06,T of cement,0.65,113261,T of cement,,,Karachi cement plant (0013),Dry,24.909361,67.474854
18656922,PAK,cement,1-1-2023,12-31-2023,Yearly,co2e_100yr,281952,,,2.08e+06,T of cement,0.65,113261,T of cement,,,Karachi cement plant (0013),Dry,24.909361,67.474854
18656911,PAK,cement,1-1-2021,12-31-2021,Yearly,n2o,,,field_not_modeled,2.07e+06,T of cement,0.8216666666666667,172500,T of cement,,,Nowshera cement plant,Dry,33.802044,72.095823
18656911,PAK,cement,1-1-2021,12-31-2021,Yearly,co2,1.410216e+06,0.82979887,T of CO2 per T of cement,2.07e+06,T of cement,0.8216666666666667,172500,T of cement,,,Nowshera cement plant,Dry,33.802044,72.095823
18656911,PAK,cement,1-1-2021,12-31-2021,Yearly,ch4,,,field_not_modeled,2.07e+06,T of cement,0.8216666666666667,172500,T of cement,,,Nowshera cement plant,Dry,33.802044,72.095823
18656911,PAK,cement,1-1-2021,12-31-2021,Yearly,co2e_20yr,1.410216e+06,,,2.07e+06,T of cement,0.8216666666666667,172500,T of cement,,,Nowshera cement plant,Dry,33.802044,72.095823
18656911,PAK,cement,1-1-2021,12-31-2021,Yearly,co2e_100yr,1.410216e+06,,,2.07e+06,T of cement,0.8216666666666667,172500,T of cement,,,Nowshera cement plant,Dry,33.802044,72.095823
18656911,PAK,cement,1-1-2022,12-31-2022,Yearly,n2o,,,field_not_modeled,2.07e+06,T of cement,0.6683333333333334,143288,T of cement,,,Nowshera cement plant,Dry,33.802044,72.095823
18656911,PAK,cement,1-1-2022,12-31-2022,Yearly,co2,1.152615e+06,0.82979887,T of CO2 per T of cement,2.07e+06,T of cement,0.6683333333333334,143288,T of cement,,,Nowshera cement plant,Dry,33.802044,72.095823
18656911,PAK,cement,1-1-2022,12-31-2022,Yearly,ch4,,,field_not_modeled,2.07e+06,T of cement,0.6683333333333334,143288,T of cement,,,Nowshera cement plant,Dry,33.802044,72.095823
18656911,PAK,cement,1-1-2022,12-31-2022,Yearly,co2e_20yr,1.152615e+06,,,2.07e+06,T of cement,0.6683333333333334,143288,T of cement,,,Nowshera cement plant,Dry,33.802044,72.095823
18656911,PAK,cement,1-1-2022,12-31-2022,Yearly,co2e_100yr,1.152615e+06,,,2.07e+06,T of cement,0.6683333333333334,143288,T of cement,,,Nowshera cement plant,Dry,33.802044,72.095823
18656911,PAK,cement,1-1-2023,12-31-2023,Yearly,n2o,,,field_not_modeled,2.07e+06,T of cement,0.65,112716,T of cement,,,Nowshera cement plant,Dry,33.802044,72.095823
18656911,PAK,cement,1-1-2023,12-31-2023,Yearly,co2,280596,0.82979887,T of CO2 per T of cement,2.07e+06,T of cement,0.65,112716,T of cement,,,Nowshera cement plant,Dry,33.802044,72.095823
18656911,PAK,cement,1-1-2023,12-31-2023,Yearly,ch4,,,field_not_modeled,2.07e+06,T of cement,0.65,112716,T of cement,,,Nowshera cement plant,Dry,33.802044,72.095823
18656911,PAK,cement,1-1-2023,12-31-2023,Yearly,co2e_20yr,280596,,,2.07e+06,T of cement,0.65,112716,T of cement,,,Nowshera cement plant,Dry,33.802044,72.095823
18656911,PAK,cement,1-1-2023,12-31-2023,Yearly,co2e_100yr,280596,,,2.07e+06,T of cement,0.65,112716,T of cement,,,Nowshera cement plant,Dry,33.802044,72.095823
25317590,PAK,synthetic-fertilizer-application,1-1-2021,12-31-2021,Yearly,n2o,4279.64711929438,0.015714285762368444,T of N2O per T of N fertilizer,1.49212035229529e+06,ha,,272341.179485421,T of fertilizer per hectare,,,Sargodha,,32.18640518250015,72.19609595348534
25317590,PAK,synthetic-fertilizer-application,1-1-2021,12-31-2021,Yearly,co2,,,,1.49212035229529e+06,ha,,272341.179485421,T of fertilizer per hectare,,,Sargodha,,32.18640518250015,72.19609595348534
25317590,PAK,synthetic-fertilizer-application,1-1-2021,12-31-2021,Yearly,ch4,,,,1.49212035229529e+06,ha,,272341.179485421,T of fertilizer per hectare,,,Sargodha,,32.18640518250015,72.19609595348534
25317590,PAK,synthetic-fertilizer-application,1-1-2021,12-31-2021,Yearly,co2e_20yr,1.1683436635673656e+06,0.0028681648318187,,1.49212035229529e+06,ha,,272341.179485421,T of fertilizer per hectare,,,Sargodha,,32.18640518250015,72.19609595348534
25317590,PAK,synthetic-fertilizer-application,1-1-2021,12-31-2021,Yearly,co2e_100yr,1.1683436635673656e+06,0.0028681648318187,,1.49212035229529e+06,ha,,272341.179485421,T of fertilizer per hectare,,,Sargodha,,32.18640518250015,72.19609595348534
25317590,PAK,synthetic-fertilizer-application,1-1-2022,12-31-2022,Yearly,n2o,4213.37280093538,0.015714285804026732,T of N2O per T of N fertilizer,1.4830067925465e+06,ha,,268123.722164689,T of fertilizer per hectare,,,Sargodha,,32.18640518250015,72.19609595348534
25317590,PAK,synthetic-fertilizer-application,1-1-2022,12-31-2022,Yearly,co2,,,,1.4830067925465e+06,ha,,268123.722164689,T of fertilizer per hectare,,,Sargodha,,32.18640518250015,72.19609595348534
25317590,PAK,synthetic-fertilizer-application,1-1-2022,12-31-2022,Yearly,ch4,,,,1.4830067925465e+06,ha,,268123.722164689,T of fertilizer per hectare,,,Sargodha,,32.18640518250015,72.19609595348534
25317590,PAK,synthetic-fertilizer-application,1-1-2022,12-31-2022,Yearly,co2e_20yr,1.1502507746553589e+06,0.002841101485247,,1.4830067925465e+06,ha,,268123.722164689,T of fertilizer per hectare,,,Sargodha,,32.18640518250015,72.19609595348534
25317590,PAK,synthetic-fertilizer-application,1-1-2022,12-31-2022,Yearly,co2e_100yr,1.1502507746553589e+06,0.002841101485247,,1.4830067925465e+06,ha,,268123.722164689,T of fertilizer per hectare,,,Sargodha,,32.18640518250015,72.19609595348534
18656928,PAK,cement,1-1-2021,12-31-2021,Yearly,n2o,,,field_not_modeled,2.95e+06,T of cement,0.4741666666666666,124913,T of cement,,,Togh Bala cement plant,Dry,33.548053,71.549005
18656928,PAK,cement,1-1-2021,12-31-2021,Yearly,co2,1.163864e+06,0.82979887,T of CO2 per T of cement,2.95e+06,T of cement,0.4741666666666666,124913,T of cement,,,Togh Bala cement plant,Dry,33.548053,71.549005
18656928,PAK,cement,1-1-2021,12-31-2021,Yearly,ch4,,,field_not_modeled,2.95e+06,T of cement,0.4741666666666666,124913,T of cement,,,Togh Bala cement plant,Dry,33.548053,71.549005
18656928,PAK,cement,1-1-2021,12-31-2021,Yearly,co2e_20yr,1.163864e+06,,,2.95e+06,T of cement,0.4741666666666666,124913,T of cement,,,Togh Bala cement plant,Dry,33.548053,71.549005
18656928,PAK,cement,1-1-2021,12-31-2021,Yearly,co2e_100yr,1.163864e+06,,,2.95e+06,T of cement,0.4741666666666667,124913,T of cement,,,Togh Bala cement plant,Dry,33.548053,71.549005
18656928,PAK,cement,1-1-2022,12-31-2022,Yearly,n2o,,,field_not_modeled,2.95e+06,T of cement,0.4666666666666665,116503,T of cement,,,Togh Bala cement plant,Dry,33.548053,71.549005
18656928,PAK,cement,1-1-2022,12-31-2022,Yearly,co2,1.13554e+06,0.82979887,T of CO2 per T of cement,2.95e+06,T of cement,0.4666666666666665,116503,T of cement,,,Togh Bala cement plant,Dry,33.548053,71.549005
18656928,PAK,cement,1-1-2022,12-31-2022,Yearly,ch4,,,field_not_modeled,2.95e+06,T of cement,0.4666666666666665,116503,T of cement,,,Togh Bala cement plant,Dry,33.548053,71.549005
18656928,PAK,cement,1-1-2022,12-31-2022,Yearly,co2e_20yr,1.13554e+06,,,2.95e+06,T of cement,0.4666666666666665,116503,T of cement,,,Togh Bala cement plant,Dry,33.548053,71.549005
18656928,PAK,cement,1-1-2022,12-31-2022,Yearly,co2e_100yr,1.13554e+06,,,2.95e+06,T of cement,0.4666666666666665,116503,T of cement,,,Togh Bala cement plant,Dry,33.548053,71.549005
18656928,PAK,cement,1-1-2023,12-31-2023,Yearly,n2o,,,field_not_modeled,2.95e+06,T of cement,0.47,114608,T of cement,,,Togh Bala cement plant,Dry,33.548053,71.549005
18656928,PAK,cement,1-1-2023,12-31-2023,Yearly,co2,285306,0.82979887,T of CO2 per T of cement,2.95e+06,T of cement,0.47,114608,T of cement,,,Togh Bala cement plant,Dry,33.548053,71.549005
18656928,PAK,cement,1-1-2023,12-31-2023,Yearly,ch4,,,field_not_modeled,2.95e+06,T of cement,0.47,114608,T of cement,,,Togh Bala cement plant,Dry,33.548053,71.549005
18656928,PAK,cement,1-1-2023,12-31-2023,Yearly,co2e_20yr,285306,,,2.95e+06,T of cement,0.47,114608,T of cement,,,Togh Bala cement plant,Dry,33.548053,71.549005
18656928,PAK,cement,1-1-2023,12-31-2023,Yearly,co2e_100yr,285306,,,2.95e+06,T of cement,0.47,114608,T of cement,,,Togh Bala cement plant,Dry,33.548053,71.549005
25494369,PAK,oil-and-gas-production-and-transport,1-1-2021,12-31-2021,Yearly,n2o,,,field_not_modeled,,N/A,,,N/A,,,Mubarak,Gas,,
25494369,PAK,oil-and-gas-production-and-transport,1-1-2021,12-31-2021,Yearly,co2,433930.1484823837,0.032155619598713,T of CO2 per T of product produced,,N/A,,,N/A,,,Mubarak,Gas,,
25494369,PAK,oil-and-gas-production-and-transport,1-1-2021,12-31-2021,Yearly,ch4,12995.094705220748,0.0009629783121817,T of CH4 per T of product produced,,N/A,,,N/A,,,Mubarak,Gas,,
25494369,PAK,oil-and-gas-production-and-transport,1-1-2021,12-31-2021,Yearly,co2e_20yr,1.5060254616630955e+06,,,,N/A,,,N/A,,,Mubarak,Gas,,
25494369,PAK,oil-and-gas-production-and-transport,1-1-2021,12-31-2021,Yearly,co2e_100yr,821183.970697962,,,,N/A,,,N/A,,,Mubarak,Gas,,
25494369,PAK,oil-and-gas-production-and-transport,1-1-2022,12-31-2022,Yearly,n2o,,,field_not_modeled,,N/A,,,N/A,,,Mubarak,Gas,,
25494369,PAK,oil-and-gas-production-and-transport,1-1-2022,12-31-2022,Yearly,co2,598990.0422517923,0.0321752703984,T of CO2 per T of product produced,,N/A,,,N/A,,,Mubarak,Gas,,
25494369,PAK,oil-and-gas-production-and-transport,1-1-2022,12-31-2022,Yearly,ch4,17989.469166157276,0.0009663199617957,T of CH4 per T of product produced,,N/A,,,N/A,,,Mubarak,Gas,,
25494369,PAK,oil-and-gas-production-and-transport,1-1-2022,12-31-2022,Yearly,co2e_20yr,2.083121248459768e+06,,,,N/A,,,N/A,,,Mubarak,Gas,,
25494369,PAK,oil-and-gas-production-and-transport,1-1-2022,12-31-2022,Yearly,co2e_100yr,1.1350762234032792e+06,,,,N/A,,,N/A,,,Mubarak,Gas,,
25317591,PAK,synthetic-fertilizer-application,1-1-2021,12-31-2021,Yearly,n2o,4195.46949456251,0.015714285692076696,T of N2O per T of N fertilizer,1.86405164094045e+06,ha,,266984.42275858,T of fertilizer per hectare,,,Hyderabad,,25.663904191000057,68.13210649460405
25317591,PAK,synthetic-fertilizer-application,1-1-2021,12-31-2021,Yearly,co2,,,,1.86405164094045e+06,ha,,266984.42275858,T of fertilizer per hectare,,,Hyderabad,,25.663904191000057,68.13210649460405
25317591,PAK,synthetic-fertilizer-application,1-1-2021,12-31-2021,Yearly,ch4,,,,1.86405164094045e+06,ha,,266984.42275858,T of fertilizer per hectare,,,Hyderabad,,25.663904191000057,68.13210649460405
25317591,PAK,synthetic-fertilizer-application,1-1-2021,12-31-2021,Yearly,co2e_20yr,1.1453631720155652e+06,0.0022507260005124,,1.86405164094045e+06,ha,,266984.42275858,T of fertilizer per hectare,,,Hyderabad,,25.663904191000057,68.13210649460405
25317591,PAK,synthetic-fertilizer-application,1-1-2021,12-31-2021,Yearly,co2e_100yr,1.1453631720155652e+06,0.0022507260005124,,1.86405164094045e+06,ha,,266984.42275858,T of fertilizer per hectare,,,Hyderabad,,25.663904191000057,68.13210649460405
25317591,PAK,synthetic-fertilizer-application,1-1-2022,12-31-2022,Yearly,n2o,4146.51492075665,0.015714285703342715,T of N2O per T of N fertilizer,1.86463263294475e+06,ha,,263869.131504629,T of fertilizer per hectare,,,Hyderabad,,25.663904191000057,68.13210649460405
25317591,PAK,synthetic-fertilizer-application,1-1-2022,12-31-2022,Yearly,co2,,,,1.86463263294475e+06,ha,,263869.131504629,T of fertilizer per hectare,,,Hyderabad,,25.663904191000057,68.13210649460405
25317591,PAK,synthetic-fertilizer-application,1-1-2022,12-31-2022,Yearly,ch4,,,,1.86463263294475e+06,ha,,263869.131504629,T of fertilizer per hectare,,,Hyderabad,,25.663904191000057,68.13210649460405
25317591,PAK,synthetic-fertilizer-application,1-1-2022,12-31-2022,Yearly,co2e_20yr,1.1319985733665654e+06,0.00222377043472,,1.86463263294475e+06,ha,,263869.131504629,T of fertilizer per hectare,,,Hyderabad,,25.663904191000057,68.13210649460405
25317591,PAK,synthetic-fertilizer-application,1-1-2022,12-31-2022,Yearly,co2e_100yr,1.1319985733665654e+06,0.00222377043472,,1.86463263294475e+06,ha,,263869.131504629,T of fertilizer per hectare,,,Hyderabad,,25.663904191000057,68.13210649460405
18656933,PAK,cement,1-1-2021,12-31-2021,Yearly,n2o,,,field_not_modeled,3e+06,T of cement,0.4466666666666667,117876,T of cement,,,Hub cement plant,Dry,25.139196,66.914996
18656933,PAK,cement,1-1-2021,12-31-2021,Yearly,co2,1.114784e+06,0.82979887,T of CO2 per T of cement,3e+06,T of cement,0.4466666666666666,117876,T of cement,,,Hub cement plant,Dry,25.139196,66.914996
18656933,PAK,cement,1-1-2021,12-31-2021,Yearly,ch4,,,field_not_modeled,3e+06,T of cement,0.4466666666666667,117876,T of cement,,,Hub cement plant,Dry,25.139196,66.914996
18656933,PAK,cement,1-1-2021,12-31-2021,Yearly,co2e_20yr,1.114784e+06,,,3e+06,T of cement,0.4466666666666667,117876,T of cement,,,Hub cement plant,Dry,25.139196,66.914996
18656933,PAK,cement,1-1-2021,12-31-2021,Yearly,co2e_100yr,1.114784e+06,,,3e+06,T of cement,0.4466666666666667,117876,T of cement,,,Hub cement plant,Dry,25.139196,66.914996
18656933,PAK,cement,1-1-2022,12-31-2022,Yearly,n2o,,,field_not_modeled,3e+06,T of cement,0.4516666666666667,115918,T of cement,,,Hub cement plant,Dry,25.139196,66.914996
18656933,PAK,cement,1-1-2022,12-31-2022,Yearly,co2,1.123488e+06,0.82979887,T of CO2 per T of cement,3e+06,T of cement,0.4516666666666667,115918,T of cement,,,Hub cement plant,Dry,25.139196,66.914996
18656933,PAK,cement,1-1-2022,12-31-2022,Yearly,ch4,,,field_not_modeled,3e+06,T of cement,0.4516666666666667,115918,T of cement,,,Hub cement plant,Dry,25.139196,66.914996
18656933,PAK,cement,1-1-2022,12-31-2022,Yearly,co2e_20yr,1.123488e+06,,,3e+06,T of cement,0.4516666666666667,115918,T of cement,,,Hub cement plant,Dry,25.139196,66.914996
18656933,PAK,cement,1-1-2022,12-31-2022,Yearly,co2e_100yr,1.123488e+06,,,3e+06,T of cement,0.4516666666666667,115918,T of cement,,,Hub cement plant,Dry,25.139196,66.914996
18656933,PAK,cement,1-1-2023,12-31-2023,Yearly,n2o,,,field_not_modeled,3e+06,T of cement,0.45,112350,T of cement,,,Hub cement plant,Dry,25.139196,66.914996
18656933,PAK,cement,1-1-2023,12-31-2023,Yearly,co2,279681,0.82979887,T of CO2 per T of cement,3e+06,T of cement,0.45,112350,T of cement,,,Hub cement plant,Dry,25.139196,66.914996
18656933,PAK,cement,1-1-2023,12-31-2023,Yearly,ch4,,,field_not_modeled,3e+06,T of cement,0.45,112350,T of cement,,,Hub cement plant,Dry,25.139196,66.914996
18656933,PAK,cement,1-1-2023,12-31-2023,Yearly,co2e_20yr,279681,,,3e+06,T of cement,0.45,112350,T of cement,,,Hub cement plant,Dry,25.139196,66.914996
18656933,PAK,cement,1-1-2023,12-31-2023,Yearly,co2e_100yr,279681,,,3e+06,T of cement,0.45,112350,T of cement,,,Hub cement plant,Dry,25.139196,66.914996
21254251,PAK,enteric-fermentation-cattle-pasture,1-1-2021,12-31-2021,Yearly,n2o,,,T of N2O per animal,5.93583823313191e+07,N/A,0.0239091982646679,1.41921133182947e+06,animals,,,Bahawalpur,,29.024095535500095,71.75382667372241
21254251,PAK,enteric-fermentation-cattle-pasture,1-1-2021,12-31-2021,Yearly,co2,,,T of CO2 per animal,5.93583823313191e+07,N/A,0.0239091982646679,1.41921133182947e+06,animals,,,Bahawalpur,,29.024095535500095,71.75382667372241
21254251,PAK,enteric-fermentation-cattle-pasture,1-1-2021,12-31-2021,Yearly,ch4,38318.705921573,0.0269999999733495,T of CH4 per animal,5.93583823313191e+07,N/A,0.0239091982646679,1.41921133182947e+06,animals,,,Bahawalpur,,29.024095535500095,71.75382667372241
21254251,PAK,enteric-fermentation-cattle-pasture,1-1-2021,12-31-2021,Yearly,co2e_20yr,3.0961514384630984e+06,,,5.93583823313191e+07,N/A,0.0239091982646679,1.41921133182947e+06,animals,,,Bahawalpur,,29.024095535500095,71.75382667372241
21254251,PAK,enteric-fermentation-cattle-pasture,1-1-2021,12-31-2021,Yearly,co2e_100yr,1.0422688010667856e+06,,,5.93583823313191e+07,N/A,0.0239091982646679,1.41921133182947e+06,animals,,,Bahawalpur,,29.024095535500095,71.75382667372241
21254251,PAK,enteric-fermentation-cattle-pasture,1-1-2022,12-31-2022,Yearly,n2o,,,T of N2O per animal,5.93583823313191e+07,N/A,0.0243778492488729,1.44702969612986e+06,animals,,,Bahawalpur,,29.024095535500095,71.75382667372241
21254251,PAK,enteric-fermentation-cattle-pasture,1-1-2022,12-31-2022,Yearly,co2,,,T of CO2 per animal,5.93583823313191e+07,N/A,0.0243778492488729,1.44702969612986e+06,animals,,,Bahawalpur,,29.024095535500095,71.75382667372241
21254251,PAK,enteric-fermentation-cattle-pasture,1-1-2022,12-31-2022,Yearly,ch4,39069.8018167522,0.0270000000146824,T of CH4 per animal,5.93583823313191e+07,N/A,0.0243778492488729,1.44702969612986e+06,animals,,,Bahawalpur,,29.024095535500095,71.75382667372241
21254251,PAK,enteric-fermentation-cattle-pasture,1-1-2022,12-31-2022,Yearly,co2e_20yr,3.1568399867935777e+06,,,5.93583823313191e+07,N/A,0.0243778492488729,1.44702969612986e+06,animals,,,Bahawalpur,,29.024095535500095,71.75382667372241
21254251,PAK,enteric-fermentation-cattle-pasture,1-1-2022,12-31-2022,Yearly,co2e_100yr,1.06269860941566e+06,,,5.93583823313191e+07,N/A,0.0243778492488729,1.44702969612986e+06,animals,,,Bahawalpur,,29.024095535500095,71.75382667372241
10627064,PAK,synthetic-fertilizer-application,1-1-2021,12-31-2021,Yearly,n2o,3896.6676542496,0.015714285683244417,T of N2O per T of N fertilizer,1.40808171562548e+06,ha,,247969.760305712,T of fertilizer per hectare,,,Gujranwala,,32.38345146250006,74.14858480862935
10627064,PAK,synthetic-fertilizer-application,1-1-2021,12-31-2021,Yearly,co2,,,,1.40808171562548e+06,ha,,247969.760305712,T of fertilizer per hectare,,,Gujranwala,,32.38345146250006,74.14858480862935
10627064,PAK,synthetic-fertilizer-application,1-1-2021,12-31-2021,Yearly,ch4,,,,1.40808171562548e+06,ha,,247969.760305712,T of fertilizer per hectare,,,Gujranwala,,32.38345146250006,74.14858480862935
10627064,PAK,synthetic-fertilizer-application,1-1-2021,12-31-2021,Yearly,co2e_20yr,1.0637902696101407e+06,0.0027673590325108,,1.40808171562548e+06,ha,,247969.760305712,T of fertilizer per hectare,,,Gujranwala,,32.38345146250006,74.14858480862935
10627064,PAK,synthetic-fertilizer-application,1-1-2021,12-31-2021,Yearly,co2e_100yr,1.0637902696101407e+06,0.0027673590325108,,1.40808171562548e+06,ha,,247969.760305712,T of fertilizer per hectare,,,Gujranwala,,32.38345146250006,74.14858480862935
10627064,PAK,synthetic-fertilizer-application,1-1-2022,12-31-2022,Yearly,n2o,3837.54028260734,0.015714285735983047,T of N2O per T of N fertilizer,1.40139709835245e+06,ha,,244207.108556008,T of fertilizer per hectare,,,Gujranwala,,32.38345146250006,74.14858480862935
10627064,PAK,synthetic-fertilizer-application,1-1-2022,12-31-2022,Yearly,co2,,,,1.40139709835245e+06,ha,,244207.108556008,T of fertilizer per hectare,,,Gujranwala,,32.38345146250006,74.14858480862935
10627064,PAK,synthetic-fertilizer-application,1-1-2022,12-31-2022,Yearly,ch4,,,,1.40139709835245e+06,ha,,244207.108556008,T of fertilizer per hectare,,,Gujranwala,,32.38345146250006,74.14858480862935
10627064,PAK,synthetic-fertilizer-application,1-1-2022,12-31-2022,Yearly,co2e_20yr,1.0476484971518038e+06,0.0027383675099077,,1.40139709835245e+06,ha,,244207.108556008,T of fertilizer per hectare,,,Gujranwala,,32.38345146250006,74.14858480862935
10627064,PAK,synthetic-fertilizer-application,1-1-2022,12-31-2022,Yearly,co2e_100yr,1.0476484971518038e+06,0.0027383675099077,,1.40139709835245e+06,ha,,244207.108556008,T of fertilizer per hectare,,,Gujranwala,,32.38345146250006,74.14858480862935
21464140,PAK,rice-cultivation,1-1-2021,12-31-2021,Yearly,n2o,,,,,N/A,,,hectare (ha),,,Lahore,,31.16918563900009,73.95672055247658
21464140,PAK,rice-cultivation,1-1-2021,12-31-2021,Yearly,co2,,,,,N/A,,,hectare (ha),,,Lahore,,31.16918563900009,73.95672055247658
21464140,PAK,rice-cultivation,1-1-2021,12-31-2021,Yearly,ch4,30762.8477298747,81,T of CH4 per harvested ha,,N/A,,379.78824357869996,hectare (ha),,,Lahore,,31.16918563900009,73.95672055247658
21464140,PAK,rice-cultivation,1-1-2021,12-31-2021,Yearly,co2e_20yr,2.485638096573876e+06,,,,N/A,,,hectare (ha),,,Lahore,,31.16918563900009,73.95672055247658
21464140,PAK,rice-cultivation,1-1-2021,12-31-2021,Yearly,co2e_100yr,836749.4582525919,,,,N/A,,,hectare (ha),,,Lahore,,31.16918563900009,73.95672055247658
21464140,PAK,rice-cultivation,1-1-2022,12-31-2022,Yearly,n2o,,,,,N/A,,,hectare (ha),,,Lahore,,31.16918563900009,73.95672055247658
