station,city,state,country,data_source,longitude,latitude,data_type,ts,aqius,aqicn,pm25,pm10,tp,tp_min,hu,pr,ws,wd,pop,ic,hour,date,weekday,comment
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-10-31 20:00:00+00:00,166.0,102.0,76.41,122.52,23,23.0,28,1011,1.0,344,0,01n,20,2024-10-31,Thursday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-10-31 21:00:00+00:00,166.0,102.0,76.41,122.52,22,22.0,29,1010,1.0,338,0,01n,21,2024-10-31,Thursday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-10-31 22:00:00+00:00,166.0,102.0,76.41,122.52,22,22.0,29,1010,1.0,326,0,01n,22,2024-10-31,Thursday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-10-31 23:00:00+00:00,166.0,102.0,76.41,122.52,21,21.0,29,1010,1.0,319,0,01n,23,2024-10-31,Thursday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 00:00:00+00:00,146.0,73.0,53.64,68.22,21,21.0,30,1010,1.0,319,0,01n,0,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 01:00:00+00:00,146.0,73.0,53.64,68.22,21,21.0,30,1011,1.0,317,0,01n,1,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 02:00:00+00:00,146.0,73.0,53.64,68.22,21,21.0,30,1011,1.0,307,0,01d,2,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 03:00:00+00:00,146.0,73.0,53.64,68.22,24,24.0,25,1012,1.0,310,0,01d,3,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 04:00:00+00:00,146.0,73.0,53.64,68.22,27,27.0,21,1013,2.0,314,0,01d,4,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 05:00:00+00:00,146.0,73.0,53.64,68.22,30,30.0,18,1013,2.0,305,0,01d,5,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 06:00:00+00:00,146.0,73.0,53.64,68.22,32,32.0,16,1012,2.0,296,0,01d,6,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 07:00:00+00:00,146.0,73.0,53.64,68.22,33,33.0,14,1011,3.0,295,0,01d,7,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 08:00:00+00:00,146.0,73.0,53.64,68.22,34,34.0,12,1010,3.0,296,0,01d,8,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 09:00:00+00:00,146.0,73.0,53.64,68.22,34,34.0,11,1009,3.0,299,0,01d,9,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 10:00:00+00:00,146.0,73.0,53.64,68.22,34,34.0,11,1009,3.0,302,0,01d,10,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 11:00:00+00:00,146.0,73.0,53.64,68.22,33,33.0,12,1009,2.0,309,0,01d,11,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 12:00:00+00:00,146.0,73.0,53.64,68.22,30,30.0,15,1009,1.0,330,0,01d,12,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 13:00:00+00:00,146.0,73.0,53.64,68.22,28,28.0,15,1010,0.0,6,0,03n,13,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 14:00:00+00:00,146.0,73.0,53.64,68.22,27,27.0,16,1011,0.0,54,0,02n,14,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 15:00:00+00:00,146.0,73.0,53.64,68.22,26,26.0,17,1011,1.0,58,0,02n,15,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 16:00:00+00:00,146.0,73.0,53.64,68.22,25,25.0,18,1011,2.0,62,0,01n,16,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 17:00:00+00:00,146.0,73.0,53.64,68.22,24,24.0,20,1011,2.0,76,0,01n,17,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 18:00:00+00:00,146.0,73.0,53.64,68.22,23,23.0,23,1011,2.0,100,0,01n,18,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 19:00:00+00:00,146.0,73.0,53.64,68.22,23,23.0,26,1011,2.0,120,0,01n,19,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 20:00:00+00:00,146.0,73.0,53.64,68.22,22,22.0,28,1011,2.0,106,0,01n,20,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 21:00:00+00:00,146.0,73.0,53.64,68.22,22,22.0,30,1011,2.0,96,0,01n,21,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 22:00:00+00:00,146.0,73.0,53.64,68.22,21,21.0,32,1010,2.0,97,0,01n,22,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-01 23:00:00+00:00,146.0,73.0,53.64,68.22,21,21.0,33,1010,1.0,104,0,01n,23,2024-11-01,Friday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 00:00:00+00:00,154.0,81.0,59.88,71.27,21,21.0,33,1011,2.0,110,0,01n,0,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 01:00:00+00:00,154.0,81.0,59.88,71.27,20,20.0,34,1011,1.0,105,0,01n,1,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 02:00:00+00:00,154.0,81.0,59.88,71.27,21,21.0,33,1012,1.0,99,0,01d,2,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 03:00:00+00:00,154.0,81.0,59.88,71.27,24,24.0,28,1013,2.0,103,0,01d,3,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 04:00:00+00:00,154.0,81.0,59.88,71.27,27,27.0,23,1013,2.0,99,0,01d,4,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 05:00:00+00:00,154.0,81.0,59.88,71.27,29,29.0,19,1013,2.0,92,0,01d,5,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 06:00:00+00:00,154.0,81.0,59.88,71.27,31,31.0,17,1012,2.0,96,0,01d,6,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 07:00:00+00:00,154.0,81.0,59.88,71.27,33,33.0,15,1011,1.0,93,0,01d,7,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 08:00:00+00:00,154.0,81.0,59.88,71.27,34,34.0,14,1010,1.0,87,0,01d,8,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 09:00:00+00:00,154.0,81.0,59.88,71.27,34,34.0,13,1010,1.0,61,0,01d,9,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 10:00:00+00:00,154.0,81.0,59.88,71.27,34,34.0,13,1009,1.0,38,0,01d,10,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 11:00:00+00:00,154.0,81.0,59.88,71.27,33,33.0,14,1009,1.0,24,0,01d,11,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 12:00:00+00:00,154.0,81.0,59.88,71.27,30,30.0,17,1010,2.0,16,0,01d,12,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 13:00:00+00:00,154.0,81.0,59.88,71.27,28,28.0,19,1010,2.0,19,0,01n,13,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 14:00:00+00:00,154.0,81.0,59.88,71.27,26,26.0,21,1011,3.0,28,0,01n,14,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 15:00:00+00:00,154.0,81.0,59.88,71.27,25,25.0,23,1012,3.0,45,0,01n,15,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 16:00:00+00:00,154.0,81.0,59.88,71.27,24,24.0,25,1012,3.0,64,0,01n,16,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 17:00:00+00:00,154.0,81.0,59.88,71.27,24,24.0,26,1013,3.0,71,0,01n,17,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 18:00:00+00:00,154.0,81.0,59.88,71.27,23,23.0,28,1013,2.0,77,0,01n,18,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 19:00:00+00:00,154.0,81.0,59.88,71.27,23,23.0,30,1012,2.0,77,0,01n,19,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 20:00:00+00:00,154.0,81.0,59.88,71.27,22,22.0,31,1012,3.0,86,0,01n,20,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 21:00:00+00:00,154.0,81.0,59.88,71.27,22,22.0,33,1012,3.0,84,0,01n,21,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 22:00:00+00:00,154.0,81.0,59.88,71.27,21,21.0,33,1012,2.0,78,0,01n,22,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-02 23:00:00+00:00,154.0,81.0,59.88,71.27,21,21.0,33,1012,2.0,72,0,01n,23,2024-11-02,Saturday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 00:00:00+00:00,152.0,78.0,57.17,64.9,21,21.0,33,1012,2.0,74,0,01n,0,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 01:00:00+00:00,152.0,78.0,57.17,64.9,20,20.0,34,1013,2.0,87,0,01n,1,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 02:00:00+00:00,152.0,78.0,57.17,64.9,21,21.0,34,1013,2.0,90,0,01d,2,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 03:00:00+00:00,152.0,78.0,57.17,64.9,23,23.0,31,1014,2.0,88,0,01d,3,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 04:00:00+00:00,152.0,78.0,57.17,64.9,26,26.0,29,1014,2.0,83,0,01d,4,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 05:00:00+00:00,152.0,78.0,57.17,64.9,29,29.0,25,1013,2.0,78,0,01d,5,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 06:00:00+00:00,152.0,78.0,57.17,64.9,31,31.0,22,1013,2.0,69,0,01d,6,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 07:00:00+00:00,152.0,78.0,57.17,64.9,32,32.0,19,1012,1.0,49,0,01d,7,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 08:00:00+00:00,152.0,78.0,57.17,64.9,33,33.0,16,1011,1.0,22,0,01d,8,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 09:00:00+00:00,152.0,78.0,57.17,64.9,33,33.0,14,1010,2.0,6,0,01d,9,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 10:00:00+00:00,152.0,78.0,57.17,64.9,33,33.0,13,1010,2.0,358,0,01d,10,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 11:00:00+00:00,152.0,78.0,57.17,64.9,33,33.0,14,1010,2.0,352,0,01d,11,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 12:00:00+00:00,152.0,78.0,57.17,64.9,29,29.0,17,1010,2.0,353,0,01d,12,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 13:00:00+00:00,152.0,78.0,57.17,64.9,27,27.0,19,1010,2.0,1,0,01n,13,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 14:00:00+00:00,152.0,78.0,57.17,64.9,26,26.0,20,1011,2.0,13,0,01n,14,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 15:00:00+00:00,152.0,78.0,57.17,64.9,25,25.0,21,1012,2.0,27,0,01n,15,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 16:00:00+00:00,152.0,78.0,57.17,64.9,25,25.0,22,1012,2.0,43,0,01n,16,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 17:00:00+00:00,152.0,78.0,57.17,64.9,24,24.0,23,1012,2.0,56,0,01n,17,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 18:00:00+00:00,152.0,78.0,57.17,64.9,23,23.0,24,1012,2.0,58,0,01n,18,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 19:00:00+00:00,152.0,78.0,57.17,64.9,23,23.0,26,1012,2.0,57,0,03n,19,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 20:00:00+00:00,152.0,78.0,57.17,64.9,22,22.0,27,1011,2.0,62,0,02n,20,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 21:00:00+00:00,152.0,78.0,57.17,64.9,21,21.0,29,1011,1.0,70,0,02n,21,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 22:00:00+00:00,152.0,78.0,57.17,64.9,21,21.0,30,1011,1.0,73,0,02n,22,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-03 23:00:00+00:00,152.0,78.0,57.17,64.9,21,21.0,31,1010,1.0,71,0,01n,23,2024-11-03,Sunday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-04 00:00:00+00:00,156.0,85.0,63.35,77.59,20,20.0,31,1011,1.0,60,0,01n,0,2024-11-04,Monday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-04 01:00:00+00:00,156.0,85.0,63.35,77.59,20,20.0,32,1011,1.0,72,0,01n,1,2024-11-04,Monday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-04 02:00:00+00:00,156.0,85.0,63.35,77.59,20,20.0,32,1011,1.0,57,0,01d,2,2024-11-04,Monday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-04 03:00:00+00:00,156.0,85.0,63.35,77.59,23,23.0,27,1012,0.0,56,0,01d,3,2024-11-04,Monday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-04 04:00:00+00:00,156.0,85.0,63.35,77.59,26,26.0,23,1012,1.0,55,0,01d,4,2024-11-04,Monday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-04 05:00:00+00:00,156.0,85.0,63.35,77.59,29,29.0,20,1012,1.0,56,0,01d,5,2024-11-04,Monday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-04 06:00:00+00:00,156.0,85.0,63.35,77.59,31,31.0,17,1011,0.0,15,0,01d,6,2024-11-04,Monday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,forecast,2024-11-04 07:00:00+00:00,156.0,85.0,63.35,77.59,32,32.0,15,1010,0.0,340,0,01d,7,2024-11-04,Monday,
,Lahore,Punjab,Pakistan,city,74.377744,31.50642,current,2024-10-31 07:00:00+00:00,197.0,159.0,121.2,,28,,39,1012,3.09,300,0,50d,7,2024-10-31,Thursday,"Lahore's air quality is currently unhealthy, but the forecast shows a bright future - just hang in there and tomorrow's fresh air will feel like paradise."
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-31 06:00:00+00:00,110.0,55.0,39.0,,34,,16,1012,3.77,318,0,01d,6,2024-10-31,Thursday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-31 05:00:00+00:00,134.0,68.0,49.0,,33,,20,1013,3.24,309,0,03d,5,2024-10-31,Thursday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-31 04:00:00+00:00,144.0,73.0,53.0,,31,,23,1014,1.99,313,0,03d,4,2024-10-31,Thursday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-31 03:00:00+00:00,163.0,96.0,72.0,,29,,28,1014,1.46,318,0,03d,3,2024-10-31,Thursday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-31 02:00:00+00:00,174.0,118.0,89.0,,26,,34,1014,1.27,317,0,04d,2,2024-10-31,Thursday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-31 01:00:00+00:00,179.0,126.0,96.0,,24,,40,1013,1.6,329,0,04d,1,2024-10-31,Thursday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-31 00:00:00+00:00,177.0,123.0,93.0,,23,,42,1012,1.94,333,0,04n,0,2024-10-31,Thursday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 23:00:00+00:00,183.0,133.0,101.0,,23,,42,1012,1.99,333,0,01n,23,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 22:00:00+00:00,184.0,134.0,102.0,,24,,42,1011,1.99,336,0,01n,22,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 21:00:00+00:00,179.0,125.0,95.0,,24,,41,1011,1.9,342,0,01n,21,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 20:00:00+00:00,181.0,130.0,99.0,,25,,40,1012,1.81,343,0,01n,20,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 19:00:00+00:00,180.0,128.0,97.0,,25,,39,1012,1.79,351,0,01n,19,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 18:00:00+00:00,179.0,125.0,95.0,,25,,38,1012,2.02,9,0,01n,18,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 17:00:00+00:00,171.0,111.0,84.0,,26,,37,1012,2.39,18,0,01n,17,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 16:00:00+00:00,167.0,104.0,78.0,,26,,35,1011,2.97,24,0,01n,16,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 15:00:00+00:00,163.0,96.0,72.0,,27,,33,1011,3.07,3,0,01n,15,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 14:00:00+00:00,157.0,86.0,64.0,,28,,30,1011,2.76,333,0,01n,14,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 13:00:00+00:00,156.0,84.0,62.0,,29,,29,1010,2.56,309,0,01n,13,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 12:00:00+00:00,144.0,73.0,53.0,,30,,28,1010,2.38,298,0,01n,12,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 11:00:00+00:00,110.0,55.0,39.0,,32,,26,1009,1.86,292,0,04d,11,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 10:00:00+00:00,105.0,53.0,37.0,,34,,22,1008,1.21,306,0,03d,10,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 09:00:00+00:00,94.0,46.0,32.0,,34,,22,1008,1.09,318,0,03d,9,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 08:00:00+00:00,90.0,43.0,30.0,,34,,23,1009,1.11,339,0,04d,8,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 07:00:00+00:00,88.0,41.0,29.0,,34,,24,1009,1.21,2,0,04d,7,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 06:00:00+00:00,102.0,51.0,36.0,,33,,25,1010,1.19,31,0,04d,6,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 05:00:00+00:00,102.0,51.0,36.0,,32,,27,1011,1.49,57,0,04d,5,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 04:00:00+00:00,94.0,46.0,32.0,,31,,28,1012,1.9,82,0,04d,4,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 03:00:00+00:00,90.0,43.0,30.0,,28,,31,1012,2.09,78,0,04d,3,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 02:00:00+00:00,90.0,43.0,30.0,,26,,36,1011,1.92,74,0,04d,2,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 01:00:00+00:00,90.0,43.0,30.0,,24,,42,1010,2.32,76,0,04d,1,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-30 00:00:00+00:00,94.0,46.0,32.0,,23,,43,1009,2.77,74,0,04n,0,2024-10-30,Wednesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-29 23:00:00+00:00,82.0,37.0,26.0,,24,,42,1009,2.91,67,0,04n,23,2024-10-29,Tuesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-29 22:00:00+00:00,86.0,40.0,28.0,,24,,41,1008,2.89,64,0,04n,22,2024-10-29,Tuesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-29 21:00:00+00:00,94.0,46.0,32.0,,24,,41,1008,2.75,61,0,04n,21,2024-10-29,Tuesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-29 20:00:00+00:00,105.0,53.0,37.0,,25,,40,1008,2.34,67,0,04n,20,2024-10-29,Tuesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-29 19:00:00+00:00,170.0,109.0,82.0,,25,,39,1008,2.38,82,0,04n,19,2024-10-29,Tuesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-29 18:00:00+00:00,179.0,126.0,96.0,,25,,38,1008,2.79,77,0,03n,18,2024-10-29,Tuesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-29 17:00:00+00:00,176.0,120.0,91.0,,26,,36,1008,3.06,63,0,01n,17,2024-10-29,Tuesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-29 16:00:00+00:00,184.0,134.0,102.0,,27,,35,1008,3.06,50,0,01n,16,2024-10-29,Tuesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-29 15:00:00+00:00,241.0,216.0,166.0,,28,,33,1008,2.98,40,0,01n,15,2024-10-29,Tuesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-29 14:00:00+00:00,304.0,277.0,227.0,,28,,30,1008,2.54,36,0,01n,14,2024-10-29,Tuesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-29 13:00:00+00:00,326.0,288.0,238.0,,29,,29,1007,1.55,18,0,01n,13,2024-10-29,Tuesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-29 12:00:00+00:00,314.0,282.0,232.0,,30,,28,1006,0.74,350,0,01n,12,2024-10-29,Tuesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-29 11:00:00+00:00,285.0,260.0,210.0,,32,,24,1006,0.26,244,0,01d,11,2024-10-29,Tuesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-29 10:00:00+00:00,280.0,255.0,205.0,,34,,20,1006,1.0,178,0,01d,10,2024-10-29,Tuesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-29 09:00:00+00:00,286.0,261.0,211.0,,35,,20,1006,1.23,171,0,01d,9,2024-10-29,Tuesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,history,2024-10-29 08:00:00+00:00,255.0,230.0,180.0,,35,,21,1007,1.52,157,0,01d,8,2024-10-29,Tuesday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,forecast,2024-10-31 07:00:00+00:00,110.0,55.0,,,34,,16,1012,3.77,318,0,01d,7,2024-10-31,Thursday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,forecast,2024-10-31 08:00:00+00:00,114.0,58.0,64.99,77.72,34,34.0,15,1012,3.0,317,0,01d,8,2024-10-31,Thursday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,forecast,2024-10-31 09:00:00+00:00,118.0,60.0,64.99,77.72,34,34.0,14,1011,3.0,309,0,01d,9,2024-10-31,Thursday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,forecast,2024-10-31 10:00:00+00:00,122.0,63.0,64.99,77.72,35,35.0,13,1010,3.0,307,0,01d,10,2024-10-31,Thursday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,forecast,2024-10-31 11:00:00+00:00,126.0,66.0,64.99,77.72,34,34.0,12,1010,3.0,308,0,01d,11,2024-10-31,Thursday,
,Mangla,Punjab,Pakistan,city,72.38167,31.89306,forecast,2024-10-31 12:00:00+00:00,130.0,68.0,64.99,77.72,31,31.0,15,1010,2.0,308,0,01d,12,2024-10-31,Thursday,
